state,county,county_clean,year,avg_temp
ILLINOIS,FORD,FORD,2020,12.021113600564206
ILLINOIS,FORD,FORD,2021,11.877411501996505
ILLINOIS,FORD,FORD,2022,11.302380575977963
ILLINOIS,FRANKLIN,FRANKLIN,2013,13.595032063267297
ILLINOIS,FRANKLIN,FRANKLIN,2014,12.917480472948398
ILLINOIS,FRANKLIN,FRANKLIN,2015,14.503687767761278
ILLINOIS,FRANKLIN,FRANKLIN,2016,15.345005406675796
ILLINOIS,FRANKLIN,FRANKLIN,2017,15.742438925065528
ILLINOIS,FRANKLIN,FRANKLIN,2018,14.57727107544082
ILLINOIS,FRANKLIN,FRANKLIN,2019,14.666364635961202
ILLINOIS,FRANKLIN,FRANKLIN,2020,14.762355404099026
ILLINOIS,FRANKLIN,FRANKLIN,2021,14.97659671564378
ILLINOIS,FRANKLIN,FRANKLIN,2022,14.439284074218222
ILLINOIS,FULTON,FULTON,2013,10.981881621054185
ILLINOIS,FULTON,FULTON,2014,9.892935282081908
ILLINOIS,FULTON,FULTON,2015,12.09039539865779
ILLINOIS,FULTON,FULTON,2016,13.106834392335315
ILLINOIS,FULTON,FULTON,2017,12.808157845457288
ILLINOIS,FULTON,FULTON,2018,11.620495657211166
ILLINOIS,FULTON,FULTON,2019,11.295650669272163
ILLINOIS,FULTON,FULTON,2020,12.13820706915817
ILLINOIS,FULTON,FULTON,2021,12.212777730637072
ILLINOIS,FULTON,FULTON,2022,11.319315199107734
ILLINOIS,GALLATIN,GALLATIN,2013,13.547201163188276
ILLINOIS,GALLATIN,GALLATIN,2014,12.970137450893333
ILLINOIS,GALLATIN,GALLATIN,2015,14.476087740030266
ILLINOIS,GALLATIN,GALLATIN,2016,15.314799026928313
ILLINOIS,GALLATIN,GALLATIN,2017,15.614173468214062
ILLINOIS,GALLATIN,GALLATIN,2018,14.524459346270476
ILLINOIS,GALLATIN,GALLATIN,2019,14.766605228119033
ILLINOIS,GALLATIN,GALLATIN,2020,14.719743047633699
ILLINOIS,GALLATIN,GALLATIN,2021,14.946046837956885
ILLINOIS,GALLATIN,GALLATIN,2022,14.498973631493982
ILLINOIS,GREENE,GREENE,2013,12.121585025052411
ILLINOIS,GREENE,GREENE,2014,11.219516293258721
ILLINOIS,GREENE,GREENE,2015,13.020687550248624
ILLINOIS,GREENE,GREENE,2016,14.006306324252193
ILLINOIS,GREENE,GREENE,2017,14.092132896715327
ILLINOIS,GREENE,GREENE,2018,12.897278848926419
ILLINOIS,GREENE,GREENE,2019,12.592281473652065
ILLINOIS,GREENE,GREENE,2020,13.014478790888177
ILLINOIS,GREENE,GREENE,2021,13.330480984996825
ILLINOIS,GREENE,GREENE,2022,12.49386368527621
ILLINOIS,GRUNDY,GRUNDY,2013,10.163011991313795
ILLINOIS,GRUNDY,GRUNDY,2014,8.901073759315352
ILLINOIS,GRUNDY,GRUNDY,2015,10.756460777661573
ILLINOIS,GRUNDY,GRUNDY,2016,11.983820256017054
ILLINOIS,GRUNDY,GRUNDY,2017,11.849709174285238
ILLINOIS,GRUNDY,GRUNDY,2018,10.604326993537939
ILLINOIS,GRUNDY,GRUNDY,2019,10.383384502895979
ILLINOIS,GRUNDY,GRUNDY,2020,11.52622600737783
ILLINOIS,GRUNDY,GRUNDY,2021,11.593650645433627
ILLINOIS,GRUNDY,GRUNDY,2022,10.752713021312445
ILLINOIS,HAMILTON,HAMILTON,2013,13.467417283178179
ILLINOIS,HAMILTON,HAMILTON,2014,12.788977923942923
ILLINOIS,HAMILTON,HAMILTON,2015,14.388899437112343
ILLINOIS,HAMILTON,HAMILTON,2016,15.206539263581476
ILLINOIS,HAMILTON,HAMILTON,2017,15.61746607273949
ILLINOIS,HAMILTON,HAMILTON,2018,14.469617185776485
ILLINOIS,HAMILTON,HAMILTON,2019,14.596428201839615
ILLINOIS,HAMILTON,HAMILTON,2020,14.682093035283344
ILLINOIS,HAMILTON,HAMILTON,2021,14.93362963296272
ILLINOIS,HAMILTON,HAMILTON,2022,14.335073841823714
ILLINOIS,HANCOCK,HANCOCK,2013,11.099085324871965
ILLINOIS,HANCOCK,HANCOCK,2014,10.148607602272193
ILLINOIS,HANCOCK,HANCOCK,2015,12.230344502947617
ILLINOIS,HANCOCK,HANCOCK,2016,13.325394644388155
ILLINOIS,HANCOCK,HANCOCK,2017,13.141761271245855
ILLINOIS,HANCOCK,HANCOCK,2018,11.814211962384604
ILLINOIS,HANCOCK,HANCOCK,2019,11.44707841643634
ILLINOIS,HANCOCK,HANCOCK,2020,12.229025151309372
ILLINOIS,HANCOCK,HANCOCK,2021,12.41611176083643
ILLINOIS,HANCOCK,HANCOCK,2022,11.473297432427046
ILLINOIS,HARDIN,HARDIN,2013,13.64599048413237
ILLINOIS,HARDIN,HARDIN,2014,13.15062318187529
ILLINOIS,HARDIN,HARDIN,2015,14.6481714041646
ILLINOIS,HARDIN,HARDIN,2016,15.448338880157223
ILLINOIS,HARDIN,HARDIN,2017,15.669845141917904
ILLINOIS,HARDIN,HARDIN,2018,14.641414521069521
ILLINOIS,HARDIN,HARDIN,2019,14.950284420357264
ILLINOIS,HARDIN,HARDIN,2020,14.798599068323767
ILLINOIS,HARDIN,HARDIN,2021,15.017768245628304
ILLINOIS,HARDIN,HARDIN,2022,14.66868713675018
ILLINOIS,HENDERSON,HENDERSON,2013,10.705338761837538
ILLINOIS,HENDERSON,HENDERSON,2014,9.663420460000452
ILLINOIS,HENDERSON,HENDERSON,2015,11.734048864114357
ILLINOIS,HENDERSON,HENDERSON,2016,12.931980985019607
ILLINOIS,HENDERSON,HENDERSON,2017,12.741576952693777
ILLINOIS,HENDERSON,HENDERSON,2018,11.339676032991406
ILLINOIS,HENDERSON,HENDERSON,2019,10.97723829877134
ILLINOIS,HENDERSON,HENDERSON,2020,11.875529056194807
ILLINOIS,HENDERSON,HENDERSON,2021,12.04367525432707
ILLINOIS,HENDERSON,HENDERSON,2022,11.143604844100764
ILLINOIS,HENRY,HENRY,2013,9.96294681716904
ILLINOIS,HENRY,HENRY,2014,8.893225403812039
ILLINOIS,HENRY,HENRY,2015,10.806945495862408
ILLINOIS,HENRY,HENRY,2016,12.050979068331628
ILLINOIS,HENRY,HENRY,2017,11.799917809459657
ILLINOIS,HENRY,HENRY,2018,10.431616792532452
ILLINOIS,HENRY,HENRY,2019,10.220064824751432
ILLINOIS,HENRY,HENRY,2020,11.26526104360454
ILLINOIS,HENRY,HENRY,2021,11.46577546658608
ILLINOIS,HENRY,HENRY,2022,10.496286460053113
ILLINOIS,IROQUOIS,IROQUOIS,2013,10.559040147352846
ILLINOIS,IROQUOIS,IROQUOIS,2014,9.39639448508666
ILLINOIS,IROQUOIS,IROQUOIS,2015,11.354361223397575
ILLINOIS,IROQUOIS,IROQUOIS,2016,12.385030937846466
ILLINOIS,IROQUOIS,IROQUOIS,2017,12.47067711867038
ILLINOIS,IROQUOIS,IROQUOIS,2018,11.282105341881618
ILLINOIS,IROQUOIS,IROQUOIS,2019,11.053056379903865
ILLINOIS,IROQUOIS,IROQUOIS,2020,12.022852652790505
ILLINOIS,IROQUOIS,IROQUOIS,2021,11.869341018517332
ILLINOIS,IROQUOIS,IROQUOIS,2022,11.367142465735242
ILLINOIS,JACKSON,JACKSON,2013,13.529765917850114
ILLINOIS,JACKSON,JACKSON,2014,12.884946003878895
ILLINOIS,JACKSON,JACKSON,2015,14.425139004279742
ILLINOIS,JACKSON,JACKSON,2016,15.27197916028615
ILLINOIS,JACKSON,JACKSON,2017,15.656520627763882
ILLINOIS,JACKSON,JACKSON,2018,14.517460279531406
ILLINOIS,JACKSON,JACKSON,2019,14.567377923347124
ILLINOIS,JACKSON,JACKSON,2020,14.705207029087148
ILLINOIS,JACKSON,JACKSON,2021,14.865072627040888
ILLINOIS,JACKSON,JACKSON,2022,14.427946076687817
ILLINOIS,JASPER,JASPER,2013,12.43537955744847
ILLINOIS,JASPER,JASPER,2014,11.507792211879234
